Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Cost_Price
410,2022/12/22,5898,Vivaan Singh,North,Jaipur,Beauty,Makeup,Makeup - Model 895,5,2952,16,Debit Card,400,1564.87
411,2022/06/19,9180,Karan Patel,North,Lucknow,Clothing,Jeans,Jeans - Model 447,1,2884,16,UPI,291,1633.26
412,2023/10/06,6696,Vivaan Iyer,East,Bhubaneswar,Beauty,Makeup,Makeup - Model 635,1,2798,15,Credit Card,80,2354.53
413,2023/07/01,3122,Priya Verma,South,Kochi,Clothing,Kurti,Kurti - Model 279,4,1024,28,Debit Card,52,713.26
414,2022/07/21,8661,Sneha Gupta,East,Kolkata,Clothing,Kurti,Kurti - Model 779,2,1962,12,COD,216,986.12
415,2023/07/20,4733,Rohan Iyer,South,Chennai,Sports,Cycling,Cycling - Model 135,4,6158,29,Credit Card,461,4810.55
416,2023/11/28,6596,Rohan Mehta,East,Guwahati,Home,Decor,Decor - Model 177,4,17853,5,Debit Card,486,13936.07
417,2023/08/09,8177,Aditya Verma,East,Guwahati,Sports,Shoes,Shoes - Model 442,4,23253,3,UPI,320,14182.2
418,2022/12/27,4225,Karan Nair,North,Chandigarh,Electronics,Headphones,Headphones - Model 811,5,77955,0,UPI,131,49333.77
419,2023/07/05,7604,Rohan Reddy,West,Pune,Beauty,Haircare,Haircare - Model 371,4,2797,4,Debit Card,119,2236.67
420,2023/09/19,2003,Aditya Nair,East,Bhubaneswar,Home,Bedding,Bedding - Model 386,3,5656,25,UPI,308,2909.67
421,2022/08/29,3922,Karan Patel,South,Hyderabad,Beauty,Haircare,Haircare - Model 682,5,4535,8,Debit Card,278,3276.3
422,2022/04/28,7015,Ananya Gupta,South,Bangalore,Beauty,Makeup,Makeup - Model 929,4,2632,1,UPI,447,2310.47
423,2022/04/18,5110,Vivaan Patel,East,Bhubaneswar,Beauty,Fragrance,Fragrance - Model 632,4,1353,1,COD,481,1137.03
424,2023/11/18,6231,Ananya Patel,West,Jaipur,Beauty,Skincare,Skincare - Model 763,1,4188,19,UPI,476,2447.23
425,2022/04/09,3256,Karan Mehta,West,Pune,Clothing,Jeans,Jeans - Model 336,3,1861,11,COD,482,1277.96
426,2023/02/09,6850,Aarav Gupta,West,Pune,Home,Kitchenware,Kitchenware - Model 284,4,6267,16,UPI,161,3488.28
427,2023/01/15,6703,Ishita Nair,South,Bangalore,Clothing,Jacket,Jacket - Model 942,4,3009,12,Credit Card,388,1664.22
428,2022/07/08,2406,Vivaan Sharma,East,Patna,Sports,Fitness Equipment,Fitness Equipment - Model 465,5,12941,9,Debit Card,297,11158.83
429,2023/03/08,4053,Ishita Patel,North,Jaipur,Electronics,Mobile,Mobile - Model 303,4,31308,3,Debit Card,101,18759.47
430,2023/07/11,5659,Rohan Singh,South,Chennai,Clothing,Kurti,Kurti - Model 670,1,1557,12,UPI,285,1147.72
431,2022/07/13,1768,Sneha Singh,East,Patna,Electronics,Smartwatch,Smartwatch - Model 982,4,5806,20,Debit Card,388,3323.26
432,2023/03/02,8386,Karan Singh,North,Chandigarh,Beauty,Fragrance,Fragrance - Model 423,1,968,24,Debit Card,409,729.45
433,2023/10/13,1229,Priya Verma,West,Jaipur,Beauty,Fragrance,Fragrance - Model 415,3,4690,14,UPI,210,2428.63
434,2023/05/03,4183,Vivaan Verma,South,Kochi,Home,Kitchenware,Kitchenware - Model 468,5,18421,24,UPI,384,11833.37
435,2022/06/27,7830,Ishita Sharma,West,Pune,Electronics,Laptop,Laptop - Model 214,5,7091,14,Credit Card,326,4685.22
436,2023/04/24,3403,Neha Verma,South,Coimbatore,Home,Bedding,Bedding - Model 958,5,15201,24,Debit Card,321,7827.33
437,2023/05/17,5823,Karan Mehta,North,Delhi,Electronics,Laptop,Laptop - Model 289,1,24413,20,COD,244,21459.34
438,2022/05/01,1354,Aarav Iyer,South,Chennai,Home,Bedding,Bedding - Model 557,5,15471,5,COD,232,12160.27
439,2023/01/27,7733,Neha Verma,West,Jaipur,Beauty,Makeup,Makeup - Model 206,1,4437,17,UPI,244,2507.36
440,2023/11/08,9325,Ananya Gupta,North,Lucknow,Electronics,Smartwatch,Smartwatch - Model 479,5,39925,14,COD,408,31364.74
441,2022/10/23,1889,Ishita Sharma,West,Surat,Clothing,Jacket,Jacket - Model 985,4,1850,4,Credit Card,61,1499.4
442,2022/10/27,8298,Vivaan Reddy,South,Kochi,Sports,Fitness Equipment,Fitness Equipment - Model 427,2,11134,30,UPI,405,6634.1
443,2023/10/26,3991,Ananya Iyer,East,Ranchi,Clothing,Shirt,Shirt - Model 891,3,4511,14,Credit Card,241,2821.16
444,2023/12/12,1011,Sneha Gupta,East,Patna,Home,Furniture,Furniture - Model 363,3,1542,2,Credit Card,432,1037.77
445,2022/01/08,5858,Vivaan Iyer,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 202,4,2619,5,Credit Card,143,1420.55
446,2022/04/10,6518,Ananya Verma,East,Patna,Beauty,Skincare,Skincare - Model 569,3,1147,7,COD,51,760.37
447,2022/01/21,2974,Ananya Mehta,South,Chennai,Clothing,Jacket,Jacket - Model 264,4,3166,16,UPI,459,2471.89
448,2023/02/27,2962,Ananya Patel,South,Bangalore,Home,Kitchenware,Kitchenware - Model 290,4,2332,17,Credit Card,349,1689.27
449,2022/06/01,5172,Aarav Kapoor,East,Patna,Sports,Cricket Gear,Cricket Gear - Model 184,1,16266,21,Credit Card,314,9801.46
450,2022/01/17,3633,Sneha Kapoor,South,Hyderabad,Clothing,Shirt,Shirt - Model 847,5,564,17,COD,229,381.23
451,2022/04/24,5149,Rohan Patel,South,Hyderabad,Electronics,Laptop,Laptop - Model 530,3,52397,4,Debit Card,266,33898.92
452,2023/08/16,9464,Aditya Iyer,West,Mumbai,Home,Bedding,Bedding - Model 497,4,18601,8,Debit Card,342,13472.44
453,2023/02/07,8608,Sneha Nair,East,Patna,Home,Kitchenware,Kitchenware - Model 340,4,19890,20,Debit Card,384,11191.78
454,2023/04/17,3463,Neha Nair,West,Pune,Electronics,Mobile,Mobile - Model 253,4,17369,1,UPI,104,9768.87
455,2023/07/23,7486,Neha Kapoor,West,Mumbai,Home,Bedding,Bedding - Model 625,3,17051,30,Debit Card,378,11239.78
456,2022/07/13,9920,Sneha Mehta,North,Chandigarh,Sports,Fitness Equipment,Fitness Equipment - Model 847,1,11134,10,UPI,364,7161.25
457,2023/07/23,4444,Priya Verma,West,Pune,Sports,Cycling,Cycling - Model 834,4,19968,0,COD,429,16955.81
458,2022/11/13,6882,Sneha Reddy,North,Delhi,Electronics,Headphones,Headphones - Model 608,2,36216,30,COD,197,30903.54
459,2023/04/01,3854,Priya Patel,East,Patna,Clothing,Kurti,Kurti - Model 962,5,593,8,COD,157,366.54
460,2022/06/18,2186,Aarav Patel,South,Hyderabad,Sports,Fitness Equipment,Fitness Equipment - Model 341,4,24483,19,COD,56,12848.09
461,2022/06/06,3590,Neha Patel,South,Hyderabad,Clothing,Kurti,Kurti - Model 918,1,3436,7,Credit Card,314,3083.87
462,2022/01/19,4797,Ishita Mehta,West,Mumbai,Electronics,Smartwatch,Smartwatch - Model 699,3,64117,16,Debit Card,285,36282.83
463,2023/07/31,4840,Ishita Mehta,West,Pune,Beauty,Haircare,Haircare - Model 251,5,4867,14,UPI,374,4255.66
464,2023/10/10,1015,Aditya Gupta,East,Kolkata,Home,Furniture,Furniture - Model 309,2,6037,3,Credit Card,413,4295.05
465,2022/11/04,2318,Vivaan Sharma,West,Mumbai,Beauty,Haircare,Haircare - Model 181,5,1166,17,UPI,287,683.17
466,2022/08/23,7005,Aarav Verma,South,Chennai,Home,Furniture,Furniture - Model 230,4,16015,7,COD,478,9462.36
467,2023/01/22,2057,Sneha Mehta,East,Bhubaneswar,Sports,Cricket Gear,Cricket Gear - Model 142,5,10308,5,Credit Card,239,8409.54
468,2023/09/07,9842,Ishita Nair,East,Bhubaneswar,Home,Decor,Decor - Model 117,1,4120,18,UPI,212,3683.92
469,2023/07/15,3519,Vivaan Sharma,West,Surat,Sports,Fitness Equipment,Fitness Equipment - Model 434,1,24163,29,Credit Card,302,14017.86
470,2022/01/03,3771,Rohan Iyer,East,Patna,Clothing,Shirt,Shirt - Model 400,1,4966,24,Credit Card,302,3589.76
471,2023/03/31,2703,Ishita Kapoor,West,Jaipur,Electronics,Laptop,Laptop - Model 402,2,59466,30,COD,192,53350.45
472,2023/02/18,8587,Aditya Sharma,East,Ranchi,Electronics,Mobile,Mobile - Model 703,2,75105,27,UPI,400,51317.34
473,2022/06/15,8319,Aarav Kapoor,East,Bhubaneswar,Home,Furniture,Furniture - Model 431,2,9401,10,UPI,435,7901.76
474,2022/11/20,1154,Ananya Gupta,South,Hyderabad,Clothing,Jeans,Jeans - Model 727,3,3053,18,UPI,366,1852.2
475,2022/05/26,9992,Ishita Singh,West,Mumbai,Beauty,Makeup,Makeup - Model 325,5,2417,7,UPI,113,1939.78
476,2022/03/11,3457,Rohan Gupta,East,Kolkata,Clothing,Jeans,Jeans - Model 182,4,1112,20,UPI,485,585.25
477,2022/10/02,5773,Priya Mehta,South,Chennai,Beauty,Haircare,Haircare - Model 674,4,582,20,COD,348,449.16
478,2022/12/18,6793,Vivaan Sharma,South,Kochi,Home,Furniture,Furniture - Model 109,1,5287,23,UPI,77,2861.05
479,2023/01/05,9821,Priya Singh,West,Jaipur,Beauty,Fragrance,Fragrance - Model 721,4,4429,20,Credit Card,177,3557.98
480,2022/05/15,1494,Karan Gupta,North,Chandigarh,Home,Bedding,Bedding - Model 178,2,4566,6,UPI,318,3824.17
481,2023/09/05,8679,Ananya Sharma,South,Kochi,Beauty,Fragrance,Fragrance - Model 915,1,3550,4,Credit Card,170,2572.42
482,2023/01/14,2658,Neha Sharma,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 233,1,9761,5,COD,212,6696
483,2022/04/29,6578,Priya Mehta,North,Delhi,Beauty,Fragrance,Fragrance - Model 870,1,1353,7,Debit Card,261,818.06
484,2022/11/18,4142,Aditya Patel,West,Surat,Electronics,Smartwatch,Smartwatch - Model 165,2,75320,24,Credit Card,53,50325.96
485,2023/02/23,2525,Aditya Sharma,East,Ranchi,Clothing,Jacket,Jacket - Model 832,3,3008,21,Credit Card,367,1527.22
486,2023/05/15,6879,Ananya Sharma,South,Coimbatore,Beauty,Haircare,Haircare - Model 710,5,333,17,Credit Card,375,283.8
487,2022/08/01,6499,Rohan Gupta,North,Chandigarh,Sports,Shoes,Shoes - Model 347,2,20040,19,Debit Card,283,17320.26
488,2023/02/28,8175,Neha Singh,North,Amritsar,Electronics,Mobile,Mobile - Model 569,2,61121,2,Debit Card,52,32789.89
489,2022/12/28,3795,Aditya Gupta,North,Amritsar,Sports,Shoes,Shoes - Model 293,4,6040,24,COD,395,5221.53
490,2022/12/20,3479,Ishita Verma,South,Chennai,Home,Kitchenware,Kitchenware - Model 297,1,15182,0,COD,191,9312.85
491,2023/04/18,7419,Aarav Gupta,East,Patna,Sports,Cycling,Cycling - Model 378,2,22590,20,UPI,331,13159.69
492,2022/04/13,6819,Karan Iyer,South,Bangalore,Electronics,Mobile,Mobile - Model 962,3,56704,3,COD,303,40035.89
493,2023/03/30,2494,Karan Mehta,West,Pune,Home,Bedding,Bedding - Model 505,2,7807,6,Debit Card,194,4587.77
494,2022/09/19,5974,Sneha Mehta,East,Ranchi,Home,Furniture,Furniture - Model 693,2,8313,18,Credit Card,476,6186.11
495,2023/05/03,2918,Priya Singh,South,Bangalore,Electronics,Headphones,Headphones - Model 502,4,66460,29,UPI,79,57556.25
496,2023/01/05,3057,Ishita Sharma,East,Ranchi,Electronics,Laptop,Laptop - Model 488,4,23114,30,UPI,437,12783.51
497,2022/02/04,9056,Ananya Patel,South,Bangalore,Clothing,Jeans,Jeans - Model 287,3,3555,4,Debit Card,108,2727.34
498,2022/05/03,6294,Karan Iyer,North,Delhi,Sports,Fitness Equipment,Fitness Equipment - Model 971,3,15356,9,COD,395,8317.09
499,2022/11/20,5352,Sneha Verma,West,Surat,Electronics,Mobile,Mobile - Model 274,3,28328,6,Credit Card,314,25185.52
500,2023/03/09,9028,Aditya Reddy,West,Pune,Beauty,Makeup,Makeup - Model 509,1,4953,10,Debit Card,342,3218.21
501,2023/06/25,4728,Ishita Patel,South,Bangalore,Beauty,Skincare,Skincare - Model 676,3,787,9,COD,100,614.54
502,2022/02/17,8155,Neha Kapoor,North,Delhi,Clothing,Jacket,Jacket - Model 412,2,600,7,UPI,287,404.98
503,2022/09/23,7040,Karan Mehta,East,Bhubaneswar,Clothing,Kurti,Kurti - Model 686,2,4200,24,UPI,419,3034.16
504,2023/11/30,3813,Aditya Sharma,East,Ranchi,Clothing,Jeans,Jeans - Model 890,1,974,24,Debit Card,169,835.64
505,2022/08/11,7322,Vivaan Singh,West,Jaipur,Home,Kitchenware,Kitchenware - Model 994,1,1745,17,COD,176,1095.4
506,2022/09/30,6191,Aarav Sharma,West,Ahmedabad,Sports,Cricket Gear,Cricket Gear - Model 385,3,8611,5,COD,327,5714.75
507,2022/08/17,8491,Karan Sharma,East,Kolkata,Sports,Cricket Gear,Cricket Gear - Model 113,1,888,30,UPI,132,453.38
508,2022/04/11,3258,Ananya Iyer,North,Jaipur,Electronics,Smartwatch,Smartwatch - Model 742,3,11849,25,Credit Card,494,7183.84
509,2022/07/02,7284,Ishita Gupta,North,Delhi,Clothing,Jeans,Jeans - Model 636,3,4078,25,COD,470,2552.15
510,2023/12/27,9003,Vivaan Iyer,South,Bangalore,Sports,Cricket Gear,Cricket Gear - Model 916,5,14911,20,Debit Card,329,10048.85
511,2022/08/22,7996,Aditya Mehta,West,Pune,Sports,Fitness Equipment,Fitness Equipment - Model 537,3,7233,16,UPI,418,4365.23
512,2022/11/12,7919,Priya Nair,West,Pune,Home,Kitchenware,Kitchenware - Model 909,2,8057,3,Credit Card,488,4060.23
513,2022/04/02,6774,Ananya Singh,West,Ahmedabad,Electronics,Smartwatch,Smartwatch - Model 623,4,5835,6,UPI,469,4217.97
514,2023/12/13,1081,Vivaan Nair,West,Pune,Sports,Fitness Equipment,Fitness Equipment - Model 182,4,17576,19,Credit Card,390,12420.72
515,2022/06/28,6375,Priya Kapoor,North,Chandigarh,Home,Kitchenware,Kitchenware - Model 844,5,8314,4,UPI,453,6967.5
516,2023/12/23,1210,Sneha Patel,West,Surat,Electronics,Laptop,Laptop - Model 308,3,77085,14,Credit Card,55,48596.88
517,2022/03/26,2192,Neha Kapoor,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 901,2,19223,1,Credit Card,379,13573.49
518,2023/11/12,2441,Rohan Mehta,West,Jaipur,Sports,Cricket Gear,Cricket Gear - Model 853,5,2756,18,UPI,121,2275.17
519,2023/10/07,8885,Aditya Patel,North,Jaipur,Beauty,Skincare,Skincare - Model 368,2,1137,24,COD,358,646.03
520,2022/09/26,7642,Neha Singh,East,Ranchi,Electronics,Laptop,Laptop - Model 604,1,28674,7,COD,447,15786.67
521,2023/12/10,2398,Karan Nair,South,Chennai,Clothing,Shirt,Shirt - Model 275,1,3418,19,Debit Card,418,2852.37
522,2023/05/10,9032,Neha Reddy,North,Amritsar,Sports,Fitness Equipment,Fitness Equipment - Model 196,3,10437,1,COD,230,8755.84
523,2022/06/10,3196,Vivaan Gupta,West,Surat,Home,Decor,Decor - Model 635,1,9836,25,Debit Card,300,6036.84
524,2023/01/20,2021,Aarav Singh,South,Coimbatore,Beauty,Haircare,Haircare - Model 962,1,887,6,Debit Card,335,733.25
525,2022/08/15,9919,Rohan Nair,North,Amritsar,Clothing,Shirt,Shirt - Model 702,4,4128,23,COD,181,2753.21
526,2023/09/29,4956,Rohan Sharma,West,Jaipur,Electronics,Smartwatch,Smartwatch - Model 328,3,13079,18,COD,284,10520.25
527,2023/10/27,5821,Priya Gupta,West,Ahmedabad,Electronics,Smartwatch,Smartwatch - Model 662,3,44159,14,COD,70,36047.82
528,2022/11/12,2742,Neha Reddy,East,Guwahati,Home,Bedding,Bedding - Model 738,3,16957,24,Credit Card,393,14830.32
529,2022/02/17,6871,Neha Sharma,North,Chandigarh,Beauty,Makeup,Makeup - Model 277,5,3062,10,UPI,347,1989.93
530,2023/06/28,5148,Ishita Reddy,South,Bangalore,Electronics,Laptop,Laptop - Model 372,5,26715,16,UPI,304,19138.39
531,2022/06/14,6496,Vivaan Gupta,North,Amritsar,Electronics,Laptop,Laptop - Model 758,4,39398,3,COD,118,25585.47
532,2023/03/07,6385,Rohan Verma,East,Ranchi,Home,Furniture,Furniture - Model 633,4,8430,4,Debit Card,357,6831.02
533,2023/12/23,9900,Karan Sharma,East,Ranchi,Electronics,Mobile,Mobile - Model 392,4,27988,1,COD,253,23706.21
534,2022/10/29,1056,Neha Gupta,South,Chennai,Beauty,Fragrance,Fragrance - Model 982,5,4463,21,Credit Card,68,3854.31
535,2023/01/14,2102,Ishita Verma,East,Patna,Sports,Cycling,Cycling - Model 462,1,2132,7,Credit Card,445,1264.05
536,2023/12/08,6851,Ananya Sharma,West,Surat,Beauty,Makeup,Makeup - Model 585,3,363,22,Credit Card,439,265.1
537,2023/11/17,8273,Vivaan Nair,East,Bhubaneswar,Electronics,Laptop,Laptop - Model 174,1,36177,13,UPI,249,19130.07
538,2022/01/03,5329,Rohan Gupta,East,Patna,Home,Decor,Decor - Model 917,2,11694,10,UPI,377,7406.18
539,2023/07/07,6023,Priya Verma,West,Pune,Beauty,Fragrance,Fragrance - Model 974,5,2549,5,UPI,195,1952.43
540,2022/11/08,2946,Aditya Singh,North,Jaipur,Beauty,Fragrance,Fragrance - Model 654,4,610,16,Credit Card,261,465.33
541,2023/12/22,6614,Ananya Patel,East,Kolkata,Clothing,Jeans,Jeans - Model 586,4,2168,15,COD,292,1667.15
542,2022/06/10,2179,Karan Nair,West,Pune,Clothing,Jeans,Jeans - Model 954,4,2391,5,Credit Card,190,1969.23
543,2023/10/31,2022,Vivaan Gupta,South,Coimbatore,Home,Decor,Decor - Model 805,1,17017,8,Debit Card,134,9201.91
544,2023/04/11,2736,Ananya Verma,East,Patna,Clothing,Jacket,Jacket - Model 478,3,4219,30,Credit Card,66,3536.33
545,2023/08/06,5375,Karan Singh,North,Jaipur,Beauty,Skincare,Skincare - Model 969,2,4545,27,UPI,254,2317.12
546,2022/02/25,4858,Ananya Reddy,East,Kolkata,Sports,Shoes,Shoes - Model 400,4,24659,19,UPI,270,18332.7
547,2023/02/27,6025,Sneha Sharma,North,Chandigarh,Home,Decor,Decor - Model 276,3,10552,0,COD,412,5585.75
548,2022/07/30,9431,Neha Sharma,West,Mumbai,Electronics,Mobile,Mobile - Model 939,2,75438,0,COD,496,66139.41
549,2022/05/12,7541,Neha Singh,South,Kochi,Beauty,Haircare,Haircare - Model 142,3,1063,7,UPI,490,737.71
550,2023/08/06,5499,Rohan Patel,North,Delhi,Electronics,Mobile,Mobile - Model 146,3,9166,24,Credit Card,327,5191.61
551,2022/06/26,1319,Aditya Verma,South,Coimbatore,Clothing,Shirt,Shirt - Model 329,2,1573,13,Debit Card,439,1252.06
552,2023/01/27,6386,Ishita Mehta,West,Surat,Home,Furniture,Furniture - Model 823,5,2447,11,UPI,56,1623.14
553,2023/05/06,5658,Vivaan Singh,South,Chennai,Electronics,Headphones,Headphones - Model 194,4,57219,23,COD,376,34923.64
554,2023/01/28,5925,Sneha Kapoor,North,Delhi,Clothing,Shirt,Shirt - Model 597,5,1718,26,Debit Card,357,1082.88
555,2023/05/30,4770,Rohan Reddy,South,Bangalore,Sports,Fitness Equipment,Fitness Equipment - Model 943,3,5693,6,Credit Card,366,4365.64
556,2023/05/30,2893,Aditya Singh,West,Surat,Home,Furniture,Furniture - Model 209,5,19899,21,UPI,395,10916.45
557,2022/08/26,4024,Aarav Sharma,South,Hyderabad,Clothing,Jeans,Jeans - Model 881,3,1294,4,Debit Card,148,1024.76
558,2022/05/06,1586,Neha Singh,West,Surat,Beauty,Fragrance,Fragrance - Model 644,2,2659,25,Debit Card,414,2012.8
559,2022/03/21,6823,Aditya Kapoor,South,Coimbatore,Electronics,Smartwatch,Smartwatch - Model 544,3,78385,7,UPI,96,63489.88
560,2023/08/06,8330,Aditya Singh,South,Hyderabad,Clothing,Shirt,Shirt - Model 547,4,2807,7,Debit Card,247,2488.87
561,2023/02/11,8523,Aarav Sharma,East,Kolkata,Electronics,Laptop,Laptop - Model 714,4,8474,19,Credit Card,50,6422.74
562,2022/09/26,6513,Aditya Mehta,East,Guwahati,Sports,Fitness Equipment,Fitness Equipment - Model 224,1,9565,8,COD,437,5317.43
563,2022/07/15,7688,Vivaan Singh,East,Ranchi,Clothing,Jeans,Jeans - Model 177,2,767,23,UPI,60,457.68
564,2022/02/05,5833,Ishita Reddy,East,Patna,Home,Bedding,Bedding - Model 136,2,10445,27,Debit Card,82,8758.33
565,2022/03/07,2151,Priya Gupta,West,Mumbai,Home,Bedding,Bedding - Model 267,1,11226,20,Debit Card,60,8049.71
566,2023/06/10,2634,Sneha Verma,South,Bangalore,Sports,Shoes,Shoes - Model 484,1,15147,14,UPI,172,10122.62
567,2022/02/11,1018,Priya Iyer,East,Patna,Sports,Cricket Gear,Cricket Gear - Model 773,4,3644,26,COD,62,2649.92
568,2022/05/07,8004,Karan Gupta,West,Ahmedabad,Electronics,Headphones,Headphones - Model 759,3,42198,8,Credit Card,363,33524.51
569,2023/03/17,6597,Rohan Mehta,South,Coimbatore,Clothing,Jacket,Jacket - Model 956,5,4579,13,UPI,436,2923.99
570,2023/03/08,5748,Aarav Mehta,South,Coimbatore,Clothing,Jacket,Jacket - Model 997,2,2593,4,Credit Card,312,1577.6
571,2022/02/06,1613,Aditya Kapoor,East,Patna,Beauty,Makeup,Makeup - Model 870,3,950,24,Debit Card,111,665.62
572,2022/10/17,6753,Vivaan Singh,West,Mumbai,Electronics,Smartwatch,Smartwatch - Model 955,5,44438,13,COD,475,24316.4
573,2023/01/12,5029,Ishita Sharma,East,Bhubaneswar,Clothing,Shirt,Shirt - Model 842,2,697,0,UPI,398,372.52
574,2022/07/09,2439,Ananya Mehta,North,Lucknow,Beauty,Fragrance,Fragrance - Model 321,4,4760,0,Credit Card,238,3146.49
575,2023/10/11,6521,Ananya Nair,East,Kolkata,Home,Furniture,Furniture - Model 459,1,11118,27,Debit Card,340,9212.94
576,2023/02/05,6219,Vivaan Singh,South,Coimbatore,Home,Furniture,Furniture - Model 109,5,13654,30,Debit Card,305,9500.57
577,2023/04/27,7879,Aarav Kapoor,South,Bangalore,Beauty,Skincare,Skincare - Model 775,5,3222,0,Credit Card,412,2270.55
578,2023/08/09,7414,Karan Mehta,East,Kolkata,Home,Kitchenware,Kitchenware - Model 895,3,6302,8,Debit Card,447,3405.45
579,2023/01/24,8975,Aditya Mehta,North,Lucknow,Home,Furniture,Furniture - Model 585,3,4707,11,COD,93,2838.56
580,2023/10/10,3004,Aarav Gupta,North,Lucknow,Beauty,Skincare,Skincare - Model 155,1,2490,4,Debit Card,134,1882.67
581,2023/05/13,8221,Karan Patel,South,Chennai,Electronics,Headphones,Headphones - Model 882,3,21230,26,Credit Card,281,16989.45
582,2023/03/05,8983,Vivaan Verma,South,Coimbatore,Electronics,Headphones,Headphones - Model 936,5,38137,7,COD,480,31664.73
583,2023/01/19,7909,Sneha Reddy,East,Guwahati,Clothing,Shirt,Shirt - Model 446,3,1353,17,Debit Card,243,993.69
584,2022/04/25,8480,Neha Kapoor,North,Chandigarh,Clothing,Shirt,Shirt - Model 797,2,1653,13,COD,66,1210.11
585,2023/12/23,5874,Priya Kapoor,West,Jaipur,Clothing,Kurti,Kurti - Model 846,5,581,17,Debit Card,298,372.03
586,2023/01/24,2709,Rohan Verma,East,Guwahati,Electronics,Mobile,Mobile - Model 517,1,23178,28,COD,75,14484.46
587,2022/09/22,6179,Karan Singh,West,Jaipur,Beauty,Fragrance,Fragrance - Model 813,2,498,19,COD,232,413.9
588,2023/06/07,3953,Ishita Singh,East,Ranchi,Sports,Cycling,Cycling - Model 457,2,24928,17,Debit Card,464,13500.75
589,2022/06/26,5520,Neha Mehta,West,Pune,Clothing,Jeans,Jeans - Model 504,4,886,18,UPI,439,691.63
590,2022/07/28,7172,Sneha Nair,South,Hyderabad,Beauty,Skincare,Skincare - Model 260,5,4323,27,COD,172,3798.17
591,2023/10/17,5560,Priya Verma,North,Delhi,Beauty,Skincare,Skincare - Model 973,3,4172,2,COD,167,3398.52
592,2023/08/29,6456,Karan Nair,North,Chandigarh,Beauty,Skincare,Skincare - Model 657,4,1821,4,COD,249,1126.57
593,2023/01/30,8124,Aditya Verma,East,Ranchi,Beauty,Makeup,Makeup - Model 158,4,4301,19,COD,318,3613
594,2023/10/25,3048,Rohan Singh,North,Chandigarh,Home,Furniture,Furniture - Model 877,3,11260,30,COD,258,9473.66
595,2022/11/01,7005,Ishita Mehta,South,Chennai,Beauty,Haircare,Haircare - Model 218,1,2338,0,COD,52,1633.53
596,2023/11/02,6270,Vivaan Kapoor,West,Ahmedabad,Home,Furniture,Furniture - Model 116,1,5175,1,Credit Card,131,3417.93
597,2022/11/12,3292,Ananya Mehta,South,Bangalore,Electronics,Mobile,Mobile - Model 415,2,54949,3,COD,316,44489.11
598,2022/05/13,1216,Ishita Verma,North,Jaipur,Beauty,Makeup,Makeup - Model 865,5,3868,23,COD,168,2496.63
599,2023/06/05,1696,Karan Iyer,West,Surat,Beauty,Haircare,Haircare - Model 351,2,958,25,Credit Card,476,751.45
600,2023/04/01,3979,Aditya Patel,North,Chandigarh,Sports,Fitness Equipment,Fitness Equipment - Model 649,5,5703,29,COD,97,4946.5
601,2022/01/30,3315,Aarav Gupta,South,Hyderabad,Home,Decor,Decor - Model 621,4,14512,16,UPI,294,13052.93
602,2023/10/28,8260,Sneha Sharma,East,Kolkata,Sports,Cycling,Cycling - Model 143,1,12803,3,Credit Card,464,10274.81
603,2023/02/03,1083,Vivaan Verma,West,Surat,Clothing,Shirt,Shirt - Model 288,4,3122,23,Debit Card,353,2101.55
604,2023/11/02,9571,Rohan Gupta,South,Chennai,Home,Bedding,Bedding - Model 231,4,1300,22,Credit Card,301,1006.98
605,2023/09/24,5823,Vivaan Mehta,South,Kochi,Sports,Fitness Equipment,Fitness Equipment - Model 635,5,23227,18,Credit Card,408,14433.21
606,2022/12/07,2817,Sneha Patel,South,Chennai,Electronics,Laptop,Laptop - Model 139,5,27107,10,COD,379,18120.02
607,2022/01/19,4725,Sneha Kapoor,West,Jaipur,Clothing,Kurti,Kurti - Model 396,3,4154,4,UPI,329,2793.43
608,2023/02/08,2458,Ananya Gupta,South,Hyderabad,Electronics,Laptop,Laptop - Model 214,4,66498,17,Debit Card,318,54489.96
609,2023/05/26,8992,Sneha Singh,West,Pune,Clothing,Jacket,Jacket - Model 231,4,1921,3,Debit Card,115,1653.75
610,2022/06/09,3656,Karan Iyer,North,Lucknow,Electronics,Mobile,Mobile - Model 655,2,56322,1,Debit Card,489,41984.49
611,2023/10/31,4573,Vivaan Singh,West,Pune,Electronics,Headphones,Headphones - Model 918,3,9681,16,UPI,352,8086.24
612,2022/07/02,6571,Karan Patel,South,Hyderabad,Beauty,Skincare,Skincare - Model 940,5,754,26,UPI,56,524.17
613,2023/08/29,3269,Rohan Sharma,North,Jaipur,Sports,Fitness Equipment,Fitness Equipment - Model 964,2,13837,2,Credit Card,83,10438.36
614,2022/11/27,4924,Karan Iyer,South,Bangalore,Clothing,Jacket,Jacket - Model 882,1,4969,26,COD,434,2642.76
615,2022/03/15,5485,Ananya Reddy,North,Jaipur,Beauty,Makeup,Makeup - Model 341,4,343,21,Debit Card,455,217.57
