Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Cost_Price,Revenue,Profit
341,2022/01/15,5087,Priya Patel,South,Hyderabad,Sports,Cycling,Cycling - Model 537,3,6830,14,Debit Card,405,4277.18,17621.4,4384.860000000001
342,2023/04/07,7298,Ananya Patel,East,Bhubaneswar,Sports,Fitness Equipment,Fitness Equipment - Model 323,1,20037,27,COD,322,16817.7,14627.01,-2512.6900000000005
343,2023/03/20,2047,Vivaan Reddy,South,Kochi,Electronics,Smartwatch,Smartwatch - Model 123,2,64666,30,Debit Card,217,36225.48,90532.4,17864.439999999988
344,2023/11/08,2415,Rohan Reddy,East,Guwahati,Clothing,Shirt,Shirt - Model 181,5,2808,1,Debit Card,231,2396.94,13899.6,1683.8999999999996
345,2022/12/17,7407,Priya Sharma,West,Surat,Home,Kitchenware,Kitchenware - Model 651,5,18247,18,Credit Card,349,12880.59,74812.70000000001,10060.750000000015
346,2022/07/18,1397,Vivaan Kapoor,South,Hyderabad,Electronics,Headphones,Headphones - Model 333,2,13882,24,UPI,168,12398.02,21100.64,-3863.4000000000015
347,2023/02/09,4368,Rohan Iyer,West,Ahmedabad,Electronics,Mobile,Mobile - Model 871,3,72086,14,Debit Card,398,61645.73,185981.88,646.6900000000023
348,2023/05/10,1350,Neha Singh,South,Chennai,Clothing,Kurti,Kurti - Model 351,2,2500,26,Debit Card,74,1773.45,3700.0,79.09999999999991
349,2022/06/12,7253,Aditya Nair,South,Coimbatore,Beauty,Skincare,Skincare - Model 305,3,2150,9,COD,114,1413.95,5869.5,1513.6499999999996
350,2023/09/08,9843,Priya Verma,South,Coimbatore,Electronics,Laptop,Laptop - Model 430,2,27448,9,Debit Card,432,17375.29,49955.36,14772.779999999999
351,2022/08/08,8428,Priya Reddy,North,Delhi,Beauty,Skincare,Skincare - Model 123,4,5000,16,Debit Card,477,3686.81,16800.0,1575.7600000000002
352,2022/12/09,2765,Neha Nair,South,Coimbatore,Clothing,Jeans,Jeans - Model 925,2,3583,23,UPI,447,2087.17,5517.82,896.4799999999996
353,2022/02/23,2161,Vivaan Verma,East,Patna,Electronics,Mobile,Mobile - Model 216,2,51310,11,UPI,407,34862.18,91331.8,21200.440000000002
354,2022/07/04,6726,Aarav Sharma,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 943,4,22990,9,Debit Card,478,17198.88,83683.6,14410.080000000002
355,2023/05/24,8034,Vivaan Nair,South,Bangalore,Home,Kitchenware,Kitchenware - Model 466,5,17982,13,UPI,380,15483.87,78221.7,422.34999999999127
356,2023/06/17,9411,Rohan Gupta,South,Hyderabad,Electronics,Laptop,Laptop - Model 127,3,39523,30,COD,343,33273.79,82998.29999999999,-17166.070000000007
357,2022/05/18,8887,Rohan Patel,West,Pune,Sports,Fitness Equipment,Fitness Equipment - Model 853,2,1499,13,Credit Card,73,780.31,2608.2599999999998,974.6399999999999
358,2023/07/22,3854,Ishita Sharma,East,Kolkata,Clothing,Jacket,Jacket - Model 342,4,4989,18,UPI,472,3175.58,16363.920000000002,3189.600000000002
359,2023/06/12,8136,Rohan Iyer,South,Hyderabad,Sports,Cycling,Cycling - Model 586,3,10837,0,UPI,313,8344.58,32511.0,7164.260000000002
360,2022/06/29,2404,Priya Patel,East,Ranchi,Beauty,Haircare,Haircare - Model 428,1,1769,1,Debit Card,360,1589.63,1751.31,-198.32000000000016
361,2023/02/24,4986,Aarav Nair,East,Guwahati,Electronics,Laptop,Laptop - Model 716,1,75269,12,Credit Card,441,64697.19,66236.72,1098.5299999999988
362,2022/10/29,5120,Ishita Gupta,South,Hyderabad,Electronics,Mobile,Mobile - Model 561,4,75895,4,Credit Card,495,67122.86,291436.8,22450.359999999986
363,2023/02/25,2411,Rohan Verma,South,Chennai,Home,Decor,Decor - Model 933,3,5757,0,UPI,73,3091.44,17271.0,7923.68
364,2022/02/08,1215,Sneha Verma,South,Coimbatore,Home,Furniture,Furniture - Model 122,1,19792,18,COD,354,14181.93,16229.44,1693.5100000000002
365,2022/11/16,5573,Neha Singh,South,Coimbatore,Home,Bedding,Bedding - Model 297,5,8871,1,COD,454,7792.93,43911.45,4492.799999999996
366,2023/05/25,6826,Aarav Nair,South,Chennai,Electronics,Smartwatch,Smartwatch - Model 271,1,35269,5,UPI,61,31439.49,33505.549999999996,2005.059999999994
367,2022/06/29,8135,Priya Iyer,West,Jaipur,Electronics,Mobile,Mobile - Model 113,4,60636,6,COD,75,33568.65,227991.36,93641.75999999998
368,2022/02/17,7992,Ananya Reddy,West,Surat,Electronics,Headphones,Headphones - Model 359,1,61876,3,Credit Card,220,33231.58,60019.72,26568.14
369,2023/07/15,7705,Priya Gupta,East,Ranchi,Home,Furniture,Furniture - Model 403,5,10341,26,COD,242,5298.05,38261.7,11529.449999999997
370,2023/06/14,9998,Ishita Mehta,East,Bhubaneswar,Sports,Cycling,Cycling - Model 390,5,5361,8,Debit Card,200,2889.52,24660.600000000002,10013.000000000002
371,2023/05/30,4202,Aarav Sharma,South,Bangalore,Electronics,Headphones,Headphones - Model 800,4,57069,6,Credit Card,151,47288.83,214579.44,25273.119999999995
372,2022/07/22,2166,Vivaan Iyer,West,Pune,Home,Furniture,Furniture - Model 621,2,1639,18,Credit Card,223,1249.79,2687.96,-34.61999999999989
373,2022/01/21,1173,Ishita Mehta,North,Lucknow,Home,Bedding,Bedding - Model 547,2,14393,2,Credit Card,256,11230.95,28210.28,5492.379999999997
374,2023/10/22,6482,Karan Verma,West,Surat,Beauty,Fragrance,Fragrance - Model 527,5,1522,13,UPI,122,1249.15,6620.7,252.94999999999982
375,2023/05/02,7826,Aditya Sharma,West,Pune,Beauty,Makeup,Makeup - Model 744,3,2378,12,UPI,234,1803.42,6277.92,633.6599999999999
376,2022/09/26,4191,Aarav Gupta,East,Guwahati,Electronics,Headphones,Headphones - Model 886,4,60980,12,Credit Card,271,47232.13,214649.6,25450.080000000016
377,2022/11/03,1425,Sneha Patel,North,Delhi,Electronics,Laptop,Laptop - Model 232,2,5634,0,Debit Card,187,4498.82,11268.0,2083.3600000000006
378,2022/10/17,5564,Ananya Mehta,West,Ahmedabad,Beauty,Makeup,Makeup - Model 495,1,1079,28,Credit Card,153,730.56,776.88,-106.67999999999995
379,2023/03/29,1125,Aditya Reddy,West,Jaipur,Home,Kitchenware,Kitchenware - Model 685,1,12896,28,COD,114,11352.37,9285.119999999999,-2181.250000000002
380,2022/10/23,9214,Rohan Verma,East,Guwahati,Clothing,Kurti,Kurti - Model 807,3,1462,5,UPI,476,735.47,4166.7,1484.29
381,2023/02/05,9592,Ananya Patel,West,Surat,Beauty,Makeup,Makeup - Model 978,5,1764,8,Debit Card,169,1085.71,8114.400000000001,2516.8500000000004
382,2023/09/10,6107,Vivaan Verma,East,Ranchi,Clothing,Kurti,Kurti - Model 257,3,3780,22,Credit Card,233,2432.64,8845.2,1314.2800000000007
383,2023/02/13,5491,Rohan Patel,East,Ranchi,Electronics,Laptop,Laptop - Model 421,4,54778,23,Debit Card,155,45587.24,168716.24,-13787.720000000001
384,2023/11/01,8071,Ishita Gupta,East,Ranchi,Beauty,Skincare,Skincare - Model 262,1,2943,15,UPI,311,2364.9,2501.5499999999997,-174.35000000000036
385,2023/10/05,6936,Ishita Sharma,East,Kolkata,Home,Decor,Decor - Model 652,5,1998,20,Credit Card,474,1629.34,7992.0,-628.6999999999998
386,2022/03/22,6085,Aarav Verma,East,Guwahati,Home,Decor,Decor - Model 606,1,1756,26,Debit Card,378,1439.83,1299.44,-518.3899999999999
387,2023/08/21,9051,Ishita Iyer,East,Patna,Clothing,Shirt,Shirt - Model 306,2,2467,24,UPI,229,1895.39,3749.84,-269.94000000000005
388,2022/08/07,3160,Neha Verma,North,Amritsar,Beauty,Makeup,Makeup - Model 741,5,831,0,Credit Card,228,630.97,4155.0,772.1499999999996
389,2023/12/06,4788,Priya Gupta,East,Kolkata,Home,Bedding,Bedding - Model 658,5,2972,16,Credit Card,75,2294.27,12482.4,936.0499999999993
390,2023/07/03,2749,Priya Sharma,North,Jaipur,Beauty,Makeup,Makeup - Model 309,4,1849,16,Debit Card,229,1287.18,6212.639999999999,834.9199999999992
391,2023/12/22,8333,Sneha Sharma,East,Bhubaneswar,Clothing,Jeans,Jeans - Model 996,3,3707,20,Credit Card,114,2700.44,8896.800000000001,681.4800000000014
392,2022/04/12,4239,Rohan Mehta,North,Amritsar,Electronics,Laptop,Laptop - Model 776,5,63256,13,COD,102,45190.74,275163.6,49107.899999999994
393,2022/07/24,5093,Rohan Kapoor,West,Surat,Home,Furniture,Furniture - Model 927,4,18158,4,Debit Card,282,16039.7,69726.72,5285.919999999998
394,2022/08/30,1956,Priya Kapoor,East,Patna,Electronics,Laptop,Laptop - Model 226,5,68493,12,Debit Card,110,56066.49,301369.2,20926.75
395,2023/03/26,2117,Vivaan Reddy,West,Surat,Electronics,Smartwatch,Smartwatch - Model 294,2,73836,29,Debit Card,162,54102.94,104847.12,-3520.7600000000093
396,2022/07/25,9770,Karan Reddy,North,Lucknow,Sports,Shoes,Shoes - Model 214,5,2902,6,Credit Card,292,1974.05,13639.4,3477.1499999999996
397,2022/02/12,4907,Rohan Mehta,South,Hyderabad,Clothing,Jacket,Jacket - Model 779,4,4675,7,UPI,296,3364.2,17391.0,3638.2000000000007
398,2022/08/13,8192,Ananya Reddy,East,Patna,Home,Decor,Decor - Model 914,1,14042,24,Credit Card,448,10118.47,10671.92,105.45000000000073
399,2023/07/27,1717,Priya Kapoor,East,Ranchi,Home,Furniture,Furniture - Model 708,3,17593,30,Credit Card,497,13782.28,36945.299999999996,-4898.540000000008
400,2023/03/02,2166,Ishita Patel,West,Pune,Electronics,Headphones,Headphones - Model 287,3,68095,14,UPI,203,47129.06,175685.1,34094.92000000001
401,2022/10/17,6577,Neha Nair,East,Kolkata,Clothing,Kurti,Kurti - Model 483,5,4241,3,UPI,242,2361.69,20568.85,8518.399999999998
402,2023/08/24,5490,Aarav Nair,North,Chandigarh,Beauty,Fragrance,Fragrance - Model 201,1,571,3,COD,176,290.4,553.87,87.47000000000003
403,2023/09/21,9894,Vivaan Kapoor,West,Ahmedabad,Home,Bedding,Bedding - Model 392,1,7631,13,UPI,308,5853.92,6638.97,477.0500000000002
404,2023/08/30,7442,Aditya Reddy,North,Amritsar,Beauty,Haircare,Haircare - Model 423,1,4562,19,Credit Card,494,2898.28,3695.2200000000003,302.94000000000005
405,2023/09/02,9291,Ananya Patel,East,Bhubaneswar,Sports,Cycling,Cycling - Model 126,4,16324,11,UPI,233,9909.26,58113.44,18243.4
406,2022/06/19,6056,Aarav Patel,West,Surat,Sports,Cricket Gear,Cricket Gear - Model 783,4,3111,11,UPI,441,2459.76,11075.16,795.119999999999
407,2023/04/08,4595,Neha Kapoor,South,Chennai,Clothing,Jacket,Jacket - Model 150,2,1507,4,UPI,249,1152.9,2893.44,338.6399999999999
408,2023/09/29,7494,Karan Gupta,South,Coimbatore,Electronics,Mobile,Mobile - Model 210,1,54133,0,COD,58,37866.46,54133.0,16208.54
409,2022/09/25,6551,Vivaan Nair,North,Jaipur,Clothing,Shirt,Shirt - Model 324,2,3694,12,Credit Card,375,2070.1,6501.44,1986.2399999999998
410,2022/12/22,5898,Vivaan Singh,North,Jaipur,Beauty,Makeup,Makeup - Model 895,5,2952,16,Debit Card,400,1564.87,12398.4,4174.05
411,2022/06/19,9180,Karan Patel,North,Lucknow,Clothing,Jeans,Jeans - Model 447,1,2884,16,UPI,291,1633.26,2422.56,498.29999999999995
412,2023/10/06,6696,Vivaan Iyer,East,Bhubaneswar,Beauty,Makeup,Makeup - Model 635,1,2798,15,Credit Card,80,2354.53,2378.2999999999997,-56.23000000000047
413,2023/07/01,3122,Priya Verma,South,Kochi,Clothing,Kurti,Kurti - Model 279,4,1024,28,Debit Card,52,713.26,2949.12,44.07999999999993
414,2022/07/21,8661,Sneha Gupta,East,Kolkata,Clothing,Kurti,Kurti - Model 779,2,1962,12,COD,216,986.12,3453.12,1264.8799999999999
415,2023/07/20,4733,Rohan Iyer,South,Chennai,Sports,Cycling,Cycling - Model 135,4,6158,29,Credit Card,461,4810.55,17488.719999999998,-2214.480000000003
416,2023/11/28,6596,Rohan Mehta,East,Guwahati,Home,Decor,Decor - Model 177,4,17853,5,Debit Card,486,13936.07,67841.4,11611.119999999995
417,2023/08/09,8177,Aditya Verma,East,Guwahati,Sports,Shoes,Shoes - Model 442,4,23253,3,UPI,320,14182.2,90221.64,33172.84
418,2022/12/27,4225,Karan Nair,North,Chandigarh,Electronics,Headphones,Headphones - Model 811,5,77955,0,UPI,131,49333.77,389775.0,142975.15000000002
419,2023/07/05,7604,Rohan Reddy,West,Pune,Beauty,Haircare,Haircare - Model 371,4,2797,4,Debit Card,119,2236.67,10740.48,1674.7999999999993
420,2023/09/19,2003,Aditya Nair,East,Bhubaneswar,Home,Bedding,Bedding - Model 386,3,5656,25,UPI,308,2909.67,12726.0,3688.99
421,2022/08/29,3922,Karan Patel,South,Hyderabad,Beauty,Haircare,Haircare - Model 682,5,4535,8,Debit Card,278,3276.3,20861.0,4201.5
422,2022/04/28,7015,Ananya Gupta,South,Bangalore,Beauty,Makeup,Makeup - Model 929,4,2632,1,UPI,447,2310.47,10422.72,733.8400000000001
423,2022/04/18,5110,Vivaan Patel,East,Bhubaneswar,Beauty,Fragrance,Fragrance - Model 632,4,1353,1,COD,481,1137.03,5357.88,328.7600000000002
424,2023/11/18,6231,Ananya Patel,West,Jaipur,Beauty,Skincare,Skincare - Model 763,1,4188,19,UPI,476,2447.23,3392.28,469.0500000000002
425,2022/04/09,3256,Karan Mehta,West,Pune,Clothing,Jeans,Jeans - Model 336,3,1861,11,COD,482,1277.96,4968.87,652.9899999999998
426,2023/02/09,6850,Aarav Gupta,West,Pune,Home,Kitchenware,Kitchenware - Model 284,4,6267,16,UPI,161,3488.28,21057.12,6942.999999999998
427,2023/01/15,6703,Ishita Nair,South,Bangalore,Clothing,Jacket,Jacket - Model 942,4,3009,12,Credit Card,388,1664.22,10591.68,3546.8
428,2022/07/08,2406,Vivaan Sharma,East,Patna,Sports,Fitness Equipment,Fitness Equipment - Model 465,5,12941,9,Debit Card,297,11158.83,58881.55,2790.4000000000015
429,2023/03/08,4053,Ishita Patel,North,Jaipur,Electronics,Mobile,Mobile - Model 303,4,31308,3,Debit Card,101,18759.47,121475.04,46336.15999999999
430,2023/07/11,5659,Rohan Singh,South,Chennai,Clothing,Kurti,Kurti - Model 670,1,1557,12,UPI,285,1147.72,1370.16,-62.559999999999945
431,2022/07/13,1768,Sneha Singh,East,Patna,Electronics,Smartwatch,Smartwatch - Model 982,4,5806,20,Debit Card,388,3323.26,18579.2,4898.16
432,2023/03/02,8386,Karan Singh,North,Chandigarh,Beauty,Fragrance,Fragrance - Model 423,1,968,24,Debit Card,409,729.45,735.6800000000001,-402.77
433,2023/10/13,1229,Priya Verma,West,Jaipur,Beauty,Fragrance,Fragrance - Model 415,3,4690,14,UPI,210,2428.63,12100.199999999999,4604.309999999999
434,2023/05/03,4183,Vivaan Verma,South,Kochi,Home,Kitchenware,Kitchenware - Model 468,5,18421,24,UPI,384,11833.37,69999.8,10448.949999999997
435,2022/06/27,7830,Ishita Sharma,West,Pune,Electronics,Laptop,Laptop - Model 214,5,7091,14,Credit Card,326,4685.22,30491.3,6739.199999999997
436,2023/04/24,3403,Neha Verma,South,Coimbatore,Home,Bedding,Bedding - Model 958,5,15201,24,Debit Card,321,7827.33,57763.8,18306.15
437,2023/05/17,5823,Karan Mehta,North,Delhi,Electronics,Laptop,Laptop - Model 289,1,24413,20,COD,244,21459.34,19530.4,-2172.9399999999987
438,2022/05/01,1354,Aarav Iyer,South,Chennai,Home,Bedding,Bedding - Model 557,5,15471,5,COD,232,12160.27,73487.25,12453.899999999994
439,2023/01/27,7733,Neha Verma,West,Jaipur,Beauty,Makeup,Makeup - Model 206,1,4437,17,UPI,244,2507.36,3682.71,931.3499999999999
440,2023/11/08,9325,Ananya Gupta,North,Lucknow,Electronics,Smartwatch,Smartwatch - Model 479,5,39925,14,COD,408,31364.74,171677.5,14445.799999999988
441,2022/10/23,1889,Ishita Sharma,West,Surat,Clothing,Jacket,Jacket - Model 985,4,1850,4,Credit Card,61,1499.4,7104.0,1045.3999999999996
442,2022/10/27,8298,Vivaan Reddy,South,Kochi,Sports,Fitness Equipment,Fitness Equipment - Model 427,2,11134,30,UPI,405,6634.1,15587.599999999999,1914.3999999999978
443,2023/10/26,3991,Ananya Iyer,East,Ranchi,Clothing,Shirt,Shirt - Model 891,3,4511,14,Credit Card,241,2821.16,11638.38,2933.8999999999996
444,2023/12/12,1011,Sneha Gupta,East,Patna,Home,Furniture,Furniture - Model 363,3,1542,2,Credit Card,432,1037.77,4533.48,988.1699999999996
445,2022/01/08,5858,Vivaan Iyer,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 202,4,2619,5,Credit Card,143,1420.55,9952.199999999999,4126.999999999999
446,2022/04/10,6518,Ananya Verma,East,Patna,Beauty,Skincare,Skincare - Model 569,3,1147,7,COD,51,760.37,3200.1299999999997,868.0199999999995
447,2022/01/21,2974,Ananya Mehta,South,Chennai,Clothing,Jacket,Jacket - Model 264,4,3166,16,UPI,459,2471.89,10637.76,291.2000000000007
448,2023/02/27,2962,Ananya Patel,South,Bangalore,Home,Kitchenware,Kitchenware - Model 290,4,2332,17,Credit Card,349,1689.27,7742.24,636.1599999999999
449,2022/06/01,5172,Aarav Kapoor,East,Patna,Sports,Cricket Gear,Cricket Gear - Model 184,1,16266,21,Credit Card,314,9801.46,12850.140000000001,2734.680000000002
450,2022/01/17,3633,Sneha Kapoor,South,Hyderabad,Clothing,Shirt,Shirt - Model 847,5,564,17,COD,229,381.23,2340.6,205.44999999999982
451,2022/04/24,5149,Rohan Patel,South,Hyderabad,Electronics,Laptop,Laptop - Model 530,3,52397,4,Debit Card,266,33898.92,150903.36,48940.59999999999
452,2023/08/16,9464,Aditya Iyer,West,Mumbai,Home,Bedding,Bedding - Model 497,4,18601,8,Debit Card,342,13472.44,68451.68000000001,14219.920000000006
453,2023/02/07,8608,Sneha Nair,East,Patna,Home,Kitchenware,Kitchenware - Model 340,4,19890,20,Debit Card,384,11191.78,63648.0,18496.879999999997
454,2023/04/17,3463,Neha Nair,West,Pune,Electronics,Mobile,Mobile - Model 253,4,17369,1,UPI,104,9768.87,68781.24,29601.760000000002
455,2023/07/23,7486,Neha Kapoor,West,Mumbai,Home,Bedding,Bedding - Model 625,3,17051,30,Debit Card,378,11239.78,35807.1,1709.7599999999948
456,2022/07/13,9920,Sneha Mehta,North,Chandigarh,Sports,Fitness Equipment,Fitness Equipment - Model 847,1,11134,10,UPI,364,7161.25,10020.6,2495.3500000000004
457,2023/07/23,4444,Priya Verma,West,Pune,Sports,Cycling,Cycling - Model 834,4,19968,0,COD,429,16955.81,79872.0,11619.759999999995
458,2022/11/13,6882,Sneha Reddy,North,Delhi,Electronics,Headphones,Headphones - Model 608,2,36216,30,COD,197,30903.54,50702.399999999994,-11301.680000000008
459,2023/04/01,3854,Priya Patel,East,Patna,Clothing,Kurti,Kurti - Model 962,5,593,8,COD,157,366.54,2727.8,738.1000000000001
460,2022/06/18,2186,Aarav Patel,South,Hyderabad,Sports,Fitness Equipment,Fitness Equipment - Model 341,4,24483,19,COD,56,12848.09,79324.92,27876.559999999998
461,2022/06/06,3590,Neha Patel,South,Hyderabad,Clothing,Kurti,Kurti - Model 918,1,3436,7,Credit Card,314,3083.87,3195.4799999999996,-202.39000000000033
462,2022/01/19,4797,Ishita Mehta,West,Mumbai,Electronics,Smartwatch,Smartwatch - Model 699,3,64117,16,Debit Card,285,36282.83,161574.84,52441.34999999999
463,2023/07/31,4840,Ishita Mehta,West,Pune,Beauty,Haircare,Haircare - Model 251,5,4867,14,UPI,374,4255.66,20928.1,-724.2000000000007
464,2023/10/10,1015,Aditya Gupta,East,Kolkata,Home,Furniture,Furniture - Model 309,2,6037,3,Credit Card,413,4295.05,11711.779999999999,2708.6799999999985
465,2022/11/04,2318,Vivaan Sharma,West,Mumbai,Beauty,Haircare,Haircare - Model 181,5,1166,17,UPI,287,683.17,4838.9,1136.0499999999997
466,2022/08/23,7005,Aarav Verma,South,Chennai,Home,Furniture,Furniture - Model 230,4,16015,7,COD,478,9462.36,59575.799999999996,21248.359999999993
467,2023/01/22,2057,Sneha Mehta,East,Bhubaneswar,Sports,Cricket Gear,Cricket Gear - Model 142,5,10308,5,Credit Card,239,8409.54,48963.0,6676.299999999996
468,2023/09/07,9842,Ishita Nair,East,Bhubaneswar,Home,Decor,Decor - Model 117,1,4120,18,UPI,212,3683.92,3378.4,-517.52
469,2023/07/15,3519,Vivaan Sharma,West,Surat,Sports,Fitness Equipment,Fitness Equipment - Model 434,1,24163,29,Credit Card,302,14017.86,17155.73,2835.869999999999
470,2022/01/03,3771,Rohan Iyer,East,Patna,Clothing,Shirt,Shirt - Model 400,1,4966,24,Credit Card,302,3589.76,3774.16,-117.60000000000036
471,2023/03/31,2703,Ishita Kapoor,West,Jaipur,Electronics,Laptop,Laptop - Model 402,2,59466,30,COD,192,53350.45,83252.4,-23640.5
472,2023/02/18,8587,Aditya Sharma,East,Ranchi,Electronics,Mobile,Mobile - Model 703,2,75105,27,UPI,400,51317.34,109653.3,6618.62000000001
473,2022/06/15,8319,Aarav Kapoor,East,Bhubaneswar,Home,Furniture,Furniture - Model 431,2,9401,10,UPI,435,7901.76,16921.8,683.2799999999988
474,2022/11/20,1154,Ananya Gupta,South,Hyderabad,Clothing,Jeans,Jeans - Model 727,3,3053,18,UPI,366,1852.2,7510.380000000001,1587.7800000000007
475,2022/05/26,9992,Ishita Singh,West,Mumbai,Beauty,Makeup,Makeup - Model 325,5,2417,7,UPI,113,1939.78,11239.05,1427.1499999999996
476,2022/03/11,3457,Rohan Gupta,East,Kolkata,Clothing,Jeans,Jeans - Model 182,4,1112,20,UPI,485,585.25,3558.4,732.4000000000001
477,2022/10/02,5773,Priya Mehta,South,Chennai,Beauty,Haircare,Haircare - Model 674,4,582,20,COD,348,449.16,1862.4,-282.24
478,2022/12/18,6793,Vivaan Sharma,South,Kochi,Home,Furniture,Furniture - Model 109,1,5287,23,UPI,77,2861.05,4070.9900000000002,1132.94
479,2023/01/05,9821,Priya Singh,West,Jaipur,Beauty,Fragrance,Fragrance - Model 721,4,4429,20,Credit Card,177,3557.98,14172.800000000001,-236.11999999999898
480,2022/05/15,1494,Karan Gupta,North,Chandigarh,Home,Bedding,Bedding - Model 178,2,4566,6,UPI,318,3824.17,8584.08,617.7399999999998
481,2023/09/05,8679,Ananya Sharma,South,Kochi,Beauty,Fragrance,Fragrance - Model 915,1,3550,4,Credit Card,170,2572.42,3408.0,665.5799999999999
482,2023/01/14,2658,Neha Sharma,South,Coimbatore,Sports,Fitness Equipment,Fitness Equipment - Model 233,1,9761,5,COD,212,6696.0,9272.949999999999,2364.949999999999
483,2022/04/29,6578,Priya Mehta,North,Delhi,Beauty,Fragrance,Fragrance - Model 870,1,1353,7,Debit Card,261,818.06,1258.29,179.23000000000002
484,2022/11/18,4142,Aditya Patel,West,Surat,Electronics,Smartwatch,Smartwatch - Model 165,2,75320,24,Credit Card,53,50325.96,114486.4,13781.479999999996
485,2023/02/23,2525,Aditya Sharma,East,Ranchi,Clothing,Jacket,Jacket - Model 832,3,3008,21,Credit Card,367,1527.22,7128.96,2180.3
486,2023/05/15,6879,Ananya Sharma,South,Coimbatore,Beauty,Haircare,Haircare - Model 710,5,333,17,Credit Card,375,283.8,1381.95,-412.04999999999995
487,2022/08/01,6499,Rohan Gupta,North,Chandigarh,Sports,Shoes,Shoes - Model 347,2,20040,19,Debit Card,283,17320.26,32464.800000000003,-2458.719999999994
488,2023/02/28,8175,Neha Singh,North,Amritsar,Electronics,Mobile,Mobile - Model 569,2,61121,2,Debit Card,52,32789.89,119797.16,54165.380000000005
489,2022/12/28,3795,Aditya Gupta,North,Amritsar,Sports,Shoes,Shoes - Model 293,4,6040,24,COD,395,5221.53,18361.6,-2919.5200000000004
490,2022/12/20,3479,Ishita Verma,South,Chennai,Home,Kitchenware,Kitchenware - Model 297,1,15182,0,COD,191,9312.85,15182.0,5678.15
491,2023/04/18,7419,Aarav Gupta,East,Patna,Sports,Cycling,Cycling - Model 378,2,22590,20,UPI,331,13159.69,36144.0,9493.619999999999
492,2022/04/13,6819,Karan Iyer,South,Bangalore,Electronics,Mobile,Mobile - Model 962,3,56704,3,COD,303,40035.89,165008.63999999998,44597.96999999999
493,2023/03/30,2494,Karan Mehta,West,Pune,Home,Bedding,Bedding - Model 505,2,7807,6,Debit Card,194,4587.77,14677.16,5307.619999999999
494,2022/09/19,5974,Sneha Mehta,East,Ranchi,Home,Furniture,Furniture - Model 693,2,8313,18,Credit Card,476,6186.11,13633.320000000002,785.1000000000022
495,2023/05/03,2918,Priya Singh,South,Bangalore,Electronics,Headphones,Headphones - Model 502,4,66460,29,UPI,79,57556.25,188746.4,-41557.600000000006
496,2023/01/05,3057,Ishita Sharma,East,Ranchi,Electronics,Laptop,Laptop - Model 488,4,23114,30,UPI,437,12783.51,64719.2,13148.159999999996
497,2022/02/04,9056,Ananya Patel,South,Bangalore,Clothing,Jeans,Jeans - Model 287,3,3555,4,Debit Card,108,2727.34,10238.4,1948.3799999999992
498,2022/05/03,6294,Karan Iyer,North,Delhi,Sports,Fitness Equipment,Fitness Equipment - Model 971,3,15356,9,COD,395,8317.09,41921.880000000005,16575.610000000004
499,2022/11/20,5352,Sneha Verma,West,Surat,Electronics,Mobile,Mobile - Model 274,3,28328,6,Credit Card,314,25185.52,79884.95999999999,4014.399999999994
500,2023/03/09,9028,Aditya Reddy,West,Pune,Beauty,Makeup,Makeup - Model 509,1,4953,10,Debit Card,342,3218.21,4457.7,897.4899999999998
501,2023/06/25,4728,Ishita Patel,South,Bangalore,Beauty,Skincare,Skincare - Model 676,3,787,9,COD,100,614.54,2148.51,204.89000000000033
502,2022/02/17,8155,Neha Kapoor,North,Delhi,Clothing,Jacket,Jacket - Model 412,2,600,7,UPI,287,404.98,1116.0,19.039999999999964
503,2022/09/23,7040,Karan Mehta,East,Bhubaneswar,Clothing,Kurti,Kurti - Model 686,2,4200,24,UPI,419,3034.16,6384.0,-103.31999999999971
504,2023/11/30,3813,Aditya Sharma,East,Ranchi,Clothing,Jeans,Jeans - Model 890,1,974,24,Debit Card,169,835.64,740.24,-264.4
505,2022/08/11,7322,Vivaan Singh,West,Jaipur,Home,Kitchenware,Kitchenware - Model 994,1,1745,17,COD,176,1095.4,1448.35,176.94999999999982
506,2022/09/30,6191,Aarav Sharma,West,Ahmedabad,Sports,Cricket Gear,Cricket Gear - Model 385,3,8611,5,COD,327,5714.75,24541.35,7070.0999999999985
507,2022/08/17,8491,Karan Sharma,East,Kolkata,Sports,Cricket Gear,Cricket Gear - Model 113,1,888,30,UPI,132,453.38,621.5999999999999,36.219999999999914
508,2022/04/11,3258,Ananya Iyer,North,Jaipur,Electronics,Smartwatch,Smartwatch - Model 742,3,11849,25,Credit Card,494,7183.84,26660.25,4614.73
509,2022/07/02,7284,Ishita Gupta,North,Delhi,Clothing,Jeans,Jeans - Model 636,3,4078,25,COD,470,2552.15,9175.5,1049.0499999999993
510,2023/12/27,9003,Vivaan Iyer,South,Bangalore,Sports,Cricket Gear,Cricket Gear - Model 916,5,14911,20,Debit Card,329,10048.85,59644.0,9070.75
511,2022/08/22,7996,Aditya Mehta,West,Pune,Sports,Fitness Equipment,Fitness Equipment - Model 537,3,7233,16,UPI,418,4365.23,18227.16,4713.470000000001
